Loss,Accuracy
Loss,Accuracy
0.892603874206543,0.6875
0.09357358515262604,0.0
0.01761670410633087,0.84375
0.05665915459394455,0.84375
0.010242622345685959,0.96875
0.01377972960472107,0.875
0.003606882644817233,0.9375
0.003831289941444993,0.9375
0.00330947432667017,0.9375
0.004469813778996468,0.875
0.001439026091247797,0.9375
0.026394937187433243,0.8125
0.00767268892377615,0.9375
0.010338014923036098,0.40625
0.005722380708903074,0.96875
0.005118934437632561,0.8125
0.012225935235619545,0.90625
0.002223137067630887,0.875
0.0058972593396902084,0.8125
0.007390407379716635,0.5625
0.007936036214232445,0.90625
0.009491492994129658,0.28125
0.0057625724002718925,0.96875
0.005349085666239262,0.46875
0.0031039630994200706,0.6875
0.00667174905538559,0.34375
0.010228199884295464,1.0
0.011469288729131222,0.34375
0.01236153207719326,0.90625
0.013556893914937973,0.21875
0.056725550442934036,0.875
0.002623568056151271,0.71875
0.004632196854799986,0.625
0.01101787481456995,0.875
0.004287239629775286,0.875
0.013148070313036442,0.375
0.0076742395758628845,0.875
0.006083768326789141,0.65625
0.00429590605199337,0.84375
0.020912854000926018,0.15625
0.02703738957643509,1.0
0.010662989690899849,0.25
0.003244169522076845,1.0
0.0029669413343071938,0.6875
0.005517966113984585,0.9375
0.00622632447630167,0.5
0.00550787104293704,0.90625
0.004065363667905331,0.78125
0.0031549918930977583,0.90625
0.0008803914533928037,0.90625
0.005045562982559204,0.625
0.0025356290861964226,0.78125
0.007670769467949867,0.875
0.00918487086892128,0.40625
0.004794421140104532,0.9375
0.009426012635231018,0.21875
0.009482307359576225,0.875
0.010512792505323887,0.125
0.015597103163599968,0.9375
0.009952129796147346,0.25
0.006705609615892172,0.8125
0.003312524175271392,0.75
0.004363748244941235,0.9375
0.005038571543991566,0.21875
0.002341573592275381,0.96875
0.0020027058199048042,0.6875
0.00597511138767004,0.8125
0.0015081196324899793,0.90625
0.003398353699594736,0.75
0.004647199064493179,0.875
0.005035588517785072,0.6875
0.0051946756429970264,0.65625
0.015940234065055847,0.125
0.03129621595144272,0.78125
0.014521464705467224,0.21875
0.8395273685455322,0.6875
0.9066721796989441,0.09375
0.020566292107105255,0.09375
0.016964804381132126,0.9375
0.013614854775369167,0.125
0.005176677368581295,0.9375
0.008293909952044487,0.6875
0.004777036141604185,0.3125
0.0045796711929142475,0.71875
0.005986829288303852,0.71875
0.00582785252481699,0.90625
0.010011625476181507,0.6875
0.006622886750847101,0.6875
0.0057934001088142395,0.90625
0.006098465994000435,0.71875
0.007558739744126797,0.8125
0.0042383428663015366,0.3125
0.0027255546301603317,0.84375
0.010883396491408348,0.90625
0.06785926222801208,0.0
0.013039152137935162,0.78125
0.007731405086815357,0.4375
0.0027902235742658377,0.84375
0.0023239627480506897,0.8125
0.0018547582440078259,0.71875
0.0012575163273140788,0.9375
0.005404085386544466,0.625
0.00979321077466011,0.75
0.004847329575568438,0.78125
0.0036393983755260706,0.75
0.039243824779987335,0.4375
0.0043754600919783115,0.9375
0.012619934044778347,0.34375
0.015284446999430656,0.875
0.008319031447172165,0.3125
